buy_order,sell_order,trade_type,price,quantity,timestamp
BUY-1763965650528-006222,SELL-1763965655397-003688,CRYPTO,3815.88,3,2026-01-20 12:12:12.515968
BUY-1763965650520-000760,SELL-1763965655397-003688,CRYPTO,3815.88,3,2026-01-20 12:12:12.515971
BUY-1763965650526-004392,SELL-1763965655402-006702,FOREX,2.78,599,2026-01-20 12:12:12.515977
BUY-1763965650529-007116,SELL-1763965655402-006702,FOREX,2.78,238,2026-01-20 12:12:12.515980
BUY-1763965650525-003853,SELL-1763965655402-006702,FOREX,2.78,5,2026-01-20 12:12:12.515983
BUY-1763965650525-003853,SELL-1763965655394-002014,FOREX,9.31,357,2026-01-20 12:12:12.515985
BUY-1763965650526-004973,SELL-1763965655401-005963,EQUITY,337.0,11,2026-01-20 12:12:12.515992
BUY-1763965650524-003068,SELL-1763965655401-005963,EQUITY,337.0,211,2026-01-20 12:12:12.515995
BUY-1763965650528-006232,SELL-1763965655401-005963,EQUITY,337.0,17,2026-01-20 12:12:12.515998
BUY-1763965650528-006232,SELL-1763965655401-005808,EQUITY,196.05,37,2026-01-20 12:12:12.516003
BUY-1763965650527-005167,SELL-1763965655401-005808,EQUITY,196.05,143,2026-01-20 12:12:12.516006
BUY-1763965650529-007430,SELL-1763965655401-005808,EQUITY,196.05,17,2026-01-20 12:12:12.516009
BUY-1763965650529-007430,SELL-1763965655403-007280,EQUITY,438.1,28,2026-01-20 12:12:12.516011
BUY-1763965650522-001764,SELL-1763965655390-000201,FOREX,3.5,92,2026-01-20 12:12:12.516021
BUY-1763965650523-002559,SELL-1763965655390-000201,FOREX,3.5,11,2026-01-20 12:12:12.516024
BUY-1763965650522-001886,SELL-1763965655395-002935,CRYPTO,2921.64,1,2026-01-20 12:12:12.516029
BUY-1763965650523-002559,SELL-1763965655400-005410,FOREX,4.0,95,2026-01-20 12:12:12.516035
BUY-1763965650527-005082,SELL-1763965655400-005410,FOREX,4.0,281,2026-01-20 12:12:12.516038
BUY-1763965650526-005040,SELL-1763965655400-005410,FOREX,4.0,120,2026-01-20 12:12:12.516041
BUY-1763965650529-006793,SELL-1763965655400-005410,FOREX,4.0,391,2026-01-20 12:12:12.516045
BUY-1763965650529-006793,SELL-1763965655394-002014,FOREX,9.31,81,2026-01-20 12:12:12.516047
BUY-1763965650529-006793,SELL-1763965655393-001844,FOREX,1.17,166,2026-01-20 12:12:12.516052
BUY-1763965650521-001393,SELL-1763965655393-001844,FOREX,1.17,217,2026-01-20 12:12:12.516055
BUY-1763965650529-007430,SELL-1763965655401-005939,EQUITY,272.52,88,2026-01-20 12:12:12.516061
BUY-1763965650519-000543,SELL-1763965655401-005939,EQUITY,272.52,60,2026-01-20 12:12:12.516069
BUY-1763965650519-000543,SELL-1763965655401-005927,EQUITY,176.24,68,2026-01-20 12:12:12.516075
BUY-1763965650524-003403,SELL-1763965655401-005927,EQUITY,176.24,12,2026-01-20 12:12:12.516077
BUY-1763965650519-000535,SELL-1763965655401-005927,EQUITY,176.24,16,2026-01-20 12:12:12.516080
BUY-1763965650519-000553,SELL-1763965655401-005927,EQUITY,176.24,127,2026-01-20 12:12:12.516083
BUY-1763965650522-001693,SELL-1763965655401-005927,EQUITY,176.24,39,2026-01-20 12:12:12.516085
BUY-1763965650527-005441,SELL-1763965655401-005927,EQUITY,176.24,35,2026-01-20 12:12:12.516088
BUY-1763965650519-000612,SELL-1763965655401-005927,EQUITY,176.24,162,2026-01-20 12:12:12.516091
BUY-1763965650521-001349,SELL-1763965655401-005927,EQUITY,176.24,35,2026-01-20 12:12:12.516093
BUY-1763965650526-004471,SELL-1763965655401-005927,EQUITY,176.24,15,2026-01-20 12:12:12.516096
BUY-1763965650526-004471,SELL-1763965655393-001416,EQUITY,467.86,51,2026-01-20 12:12:12.516098
BUY-1763965650526-004471,SELL-1763965655395-002733,EQUITY,244.48,36,2026-01-20 12:12:12.516104
BUY-1763965650520-001032,SELL-1763965655395-002733,EQUITY,244.48,45,2026-01-20 12:12:12.516107
BUY-1763965650521-001393,SELL-1763965655390-000223,FOREX,3.0,49,2026-01-20 12:12:12.516112
BUY-1763965650521-001393,SELL-1763965655401-005941,FOREX,7.14,212,2026-01-20 12:12:12.516118
BUY-1763965650520-001032,SELL-1763965655403-007402,EQUITY,144.57,158,2026-01-20 12:12:12.516123
BUY-1763965650527-005736,SELL-1763965655403-007402,EQUITY,144.57,149,2026-01-20 12:12:12.516126
BUY-1763965650529-006826,SELL-1763965655403-007402,EQUITY,144.57,145,2026-01-20 12:12:12.516129
BUY-1763965650528-006574,SELL-1763965655403-007402,EQUITY,144.57,175,2026-01-20 12:12:12.516132
BUY-1763965650521-001393,SELL-1763965655401-005956,FOREX,1.85,307,2026-01-20 12:12:12.516137
BUY-1763965650528-006574,SELL-1763965655402-006579,EQUITY,439.46,1,2026-01-20 12:12:12.516146
BUY-1763965650525-004296,SELL-1763965655402-006579,EQUITY,439.46,42,2026-01-20 12:12:12.516150
BUY-1763965650522-001886,SELL-1763965655402-006640,CRYPTO,1829.0,3,2026-01-20 12:12:12.516156
BUY-1763965650525-004296,SELL-1763965655393-001713,EQUITY,55.56,16,2026-01-20 12:12:12.516162
BUY-1763965650524-003391,SELL-1763965655393-001713,EQUITY,55.56,193,2026-01-20 12:12:12.516165
BUY-1763965650520-000839,SELL-1763965655393-001713,EQUITY,55.56,209,2026-01-20 12:12:12.516168
BUY-1763965650529-006977,SELL-1763965655393-001713,EQUITY,55.56,68,2026-01-20 12:12:12.516170
BUY-1763965650519-000557,SELL-1763965655393-001713,EQUITY,55.56,148,2026-01-20 12:12:12.516173
BUY-1763965650526-004600,SELL-1763965655393-001713,EQUITY,55.56,11,2026-01-20 12:12:12.516181
BUY-1763965650526-004600,SELL-1763965655392-000923,EQUITY,178.52,122,2026-01-20 12:12:12.516187
BUY-1763965650527-005684,SELL-1763965655392-000923,EQUITY,178.52,22,2026-01-20 12:12:12.516190
BUY-1763965650528-006066,SELL-1763965655392-000923,EQUITY,178.52,154,2026-01-20 12:12:12.516192
BUY-1763965650523-002373,SELL-1763965655392-000923,EQUITY,178.52,185,2026-01-20 12:12:12.516199
BUY-1763965650524-003255,SELL-1763965655392-000923,EQUITY,178.52,30,2026-01-20 12:12:12.516202
BUY-1763965650524-003255,SELL-1763965655403-007132,EQUITY,144.39,135,2026-01-20 12:12:12.516208
BUY-1763965650521-001393,SELL-1763965655397-003710,FOREX,7.78,67,2026-01-20 12:12:12.516213
BUY-1763965650527-005657,SELL-1763965655397-003710,FOREX,7.78,190,2026-01-20 12:12:12.516217
BUY-1763965650523-002514,SELL-1763965655397-003710,FOREX,7.78,102,2026-01-20 12:12:12.516220
BUY-1763965650523-002514,SELL-1763965655394-002020,FOREX,7.6,612,2026-01-20 12:12:12.516228
BUY-1763965650525-004166,SELL-1763965655394-002020,FOREX,7.6,158,2026-01-20 12:12:12.516231
BUY-1763965650525-004166,SELL-1763965655398-004333,FOREX,7.62,287,2026-01-20 12:12:12.516237
BUY-1763965650526-004709,SELL-1763965655398-004333,FOREX,7.62,364,2026-01-20 12:12:12.516240
BUY-1763965650526-004709,SELL-1763965655398-004279,FOREX,1.47,421,2026-01-20 12:12:12.516245
BUY-1763965650528-006154,SELL-1763965655398-004279,FOREX,1.47,12,2026-01-20 12:12:12.516248
BUY-1763965650527-005660,SELL-1763965655398-004279,FOREX,1.47,42,2026-01-20 12:12:12.516251
BUY-1763965650529-006914,SELL-1763965655398-004279,FOREX,1.47,168,2026-01-20 12:12:12.516254
BUY-1763965650529-006914,SELL-1763965655400-005359,FOREX,1.96,308,2026-01-20 12:12:12.516260
BUY-1763965650529-006914,SELL-1763965655398-004395,FOREX,4.66,227,2026-01-20 12:12:12.516265
BUY-1763965650528-006078,SELL-1763965655398-004395,FOREX,4.66,236,2026-01-20 12:12:12.516268
BUY-1763965650529-006779,SELL-1763965655398-004395,FOREX,4.66,21,2026-01-20 12:12:12.516272
BUY-1763965650524-003255,SELL-1763965655402-006666,EQUITY,439.99,45,2026-01-20 12:12:12.516282
BUY-1763965650528-006500,SELL-1763965655403-007424,EQUITY,102.94,38,2026-01-20 12:12:12.516288
BUY-1763965650528-006500,SELL-1763965655395-002950,EQUITY,294.5,87,2026-01-20 12:12:12.516296
BUY-1763965650524-003206,SELL-1763965655395-002950,EQUITY,294.5,156,2026-01-20 12:12:12.516298
BUY-1763965650523-002965,SELL-1763965655395-002950,EQUITY,294.5,76,2026-01-20 12:12:12.516301
BUY-1763965650523-002965,SELL-1763965655396-003398,EQUITY,249.83,129,2026-01-20 12:12:12.516307
BUY-1763965650522-001815,SELL-1763965655396-003398,EQUITY,249.83,39,2026-01-20 12:12:12.516311
BUY-1763965650524-003114,SELL-1763965655396-003398,EQUITY,249.83,13,2026-01-20 12:12:12.516315
BUY-1763965650522-001886,SELL-1763965655401-005764,CRYPTO,1671.64,1,2026-01-20 12:12:12.516321
BUY-1763965650524-003419,SELL-1763965655401-005764,CRYPTO,1671.64,12,2026-01-20 12:12:12.516325
BUY-1763965650528-005883,SELL-1763965655401-005764,CRYPTO,1671.64,7,2026-01-20 12:12:12.516328
BUY-1763965650522-001890,SELL-1763965655401-005764,CRYPTO,1671.64,1,2026-01-20 12:12:12.516331
BUY-1763965650522-001890,SELL-1763965655400-005310,CRYPTO,3524.6,1,2026-01-20 12:12:12.516337
BUY-1763965650528-006406,SELL-1763965655400-005310,CRYPTO,3524.6,2,2026-01-20 12:12:12.516344
BUY-1763965650529-006647,SELL-1763965655400-005310,CRYPTO,3524.6,8,2026-01-20 12:12:12.516347
BUY-1763965650529-006647,SELL-1763965655397-003688,CRYPTO,3815.88,2,2026-01-20 12:12:12.516349
BUY-1763965650524-003114,SELL-1763965655395-002677,EQUITY,233.85,82,2026-01-20 12:12:12.516355
BUY-1763965650529-006779,SELL-1763965655394-002002,FOREX,6.68,369,2026-01-20 12:12:12.516360
BUY-1763965650529-006647,SELL-1763965655403-007090,CRYPTO,3073.39,1,2026-01-20 12:12:12.516366
BUY-1763965650524-003114,SELL-1763965655395-002556,EQUITY,78.82,66,2026-01-20 12:12:12.516371
BUY-1763965650521-001310,SELL-1763965655395-002556,EQUITY,78.82,4,2026-01-20 12:12:12.516375
BUY-1763965650522-001737,SELL-1763965655395-002556,EQUITY,78.82,82,2026-01-20 12:12:12.516377
BUY-1763965650523-002912,SELL-1763965655395-002556,EQUITY,78.82,118,2026-01-20 12:12:12.516380
BUY-1763965650527-005265,SELL-1763965655395-002556,EQUITY,78.82,52,2026-01-20 12:12:12.516383
BUY-1763965650520-000726,SELL-1763965655395-002556,EQUITY,78.82,43,2026-01-20 12:12:12.516386
BUY-1763965650521-001261,SELL-1763965655395-002556,EQUITY,78.82,56,2026-01-20 12:12:12.516388
BUY-1763965650520-000810,SELL-1763965655395-002556,EQUITY,78.82,178,2026-01-20 12:12:12.516391
BUY-1763965650526-005039,SELL-1763965655395-002556,EQUITY,78.82,126,2026-01-20 12:12:12.516394
BUY-1763965650526-004420,SELL-1763965655395-002556,EQUITY,78.82,124,2026-01-20 12:12:12.516397
BUY-1763965650520-000817,SELL-1763965655395-002556,EQUITY,78.82,23,2026-01-20 12:12:12.516399
BUY-1763965650524-003195,SELL-1763965655395-002556,EQUITY,78.82,54,2026-01-20 12:12:12.516402
BUY-1763965650524-003195,SELL-1763965655392-001061,EQUITY,164.62,152,2026-01-20 12:12:12.516408
BUY-1763965650521-001334,SELL-1763965655392-001061,EQUITY,164.62,74,2026-01-20 12:12:12.516410
BUY-1763965650527-005602,SELL-1763965655392-001061,EQUITY,164.62,89,2026-01-20 12:12:12.516413
BUY-1763965650524-003394,SELL-1763965655392-001061,EQUITY,164.62,85,2026-01-20 12:12:12.516416
BUY-1763965650528-006080,SELL-1763965655392-001061,EQUITY,164.62,134,2026-01-20 12:12:12.516419
BUY-1763965650528-006080,SELL-1763965655402-006666,EQUITY,439.99,18,2026-01-20 12:12:12.516421
BUY-1763965650525-004333,SELL-1763965655402-006666,EQUITY,439.99,58,2026-01-20 12:12:12.516423
BUY-1763965650525-004333,SELL-1763965655395-002761,EQUITY,293.4,59,2026-01-20 12:12:12.516429
BUY-1763965650529-007280,SELL-1763965655400-005309,EQUITY,235.58,25,2026-01-20 12:12:12.516435
BUY-1763965650529-006647,SELL-1763965655395-002740,CRYPTO,2676.71,1,2026-01-20 12:12:12.516441
BUY-1763965650524-003657,SELL-1763965655395-002740,CRYPTO,2676.71,2,2026-01-20 12:12:12.516444
BUY-1763965650524-003657,SELL-1763965655394-002320,CRYPTO,2494.55,8,2026-01-20 12:12:12.516449
BUY-1763965650525-003693,SELL-1763965655394-002320,CRYPTO,2494.55,1,2026-01-20 12:12:12.516452
BUY-1763965650526-004990,SELL-1763965655394-002320,CRYPTO,2494.55,5,2026-01-20 12:12:12.516454
BUY-1763965650526-004990,SELL-1763965655400-005682,CRYPTO,1756.81,2,2026-01-20 12:12:12.516468
BUY-1763965650529-006779,SELL-1763965655400-005695,FOREX,6.1,118,2026-01-20 12:12:12.516474
BUY-1763965650521-001372,SELL-1763965655400-005695,FOREX,6.1,171,2026-01-20 12:12:12.516477
BUY-1763965650529-007280,SELL-1763965655396-003004,EQUITY,204.63,50,2026-01-20 12:12:12.516486
BUY-1763965650523-002489,SELL-1763965655396-003004,EQUITY,204.63,137,2026-01-20 12:12:12.516489
BUY-1763965650526-004808,SELL-1763965655396-003004,EQUITY,204.63,32,2026-01-20 12:12:12.516493
BUY-1763965650526-004808,SELL-1763965655394-002308,EQUITY,257.71,61,2026-01-20 12:12:12.516498
BUY-1763965650521-001372,SELL-1763965655391-000588,FOREX,2.26,416,2026-01-20 12:12:12.516504
BUY-1763965650527-005303,SELL-1763965655391-000588,FOREX,2.26,60,2026-01-20 12:12:12.516507
BUY-1763965650521-001145,SELL-1763965655391-000588,FOREX,2.26,14,2026-01-20 12:12:12.516510
BUY-1763965650523-002703,SELL-1763965655391-000588,FOREX,2.26,433,2026-01-20 12:12:12.516513
BUY-1763965650524-003073,SELL-1763965655391-000588,FOREX,2.26,64,2026-01-20 12:12:12.516516
BUY-1763965650524-003073,SELL-1763965655399-004623,FOREX,4.23,47,2026-01-20 12:12:12.516522
BUY-1763965650526-004808,SELL-1763965655397-003757,EQUITY,78.14,179,2026-01-20 12:12:12.516528
BUY-1763965650521-001480,SELL-1763965655397-003757,EQUITY,78.14,126,2026-01-20 12:12:12.516530
BUY-1763965650524-003073,SELL-1763965655403-007498,FOREX,8.49,754,2026-01-20 12:12:12.516539
BUY-1763965650524-003073,SELL-1763965655402-006665,FOREX,7.94,51,2026-01-20 12:12:12.516545
BUY-1763965650522-002214,SELL-1763965655402-006665,FOREX,7.94,154,2026-01-20 12:12:12.516548
BUY-1763965650526-004990,SELL-1763965655397-003850,CRYPTO,3193.51,1,2026-01-20 12:12:12.516558
BUY-1763965650526-004990,SELL-1763965655399-004683,CRYPTO,2074.09,2,2026-01-20 12:12:12.516564
BUY-1763965650526-004990,SELL-1763965655394-002040,CRYPTO,1317.76,1,2026-01-20 12:12:12.516570
BUY-1763965650528-006555,SELL-1763965655394-002040,CRYPTO,1317.76,3,2026-01-20 12:12:12.516572
BUY-1763965650527-005255,SELL-1763965655394-002040,CRYPTO,1317.76,6,2026-01-20 12:12:12.516575
BUY-1763965650528-006570,SELL-1763965655394-002040,CRYPTO,1317.76,12,2026-01-20 12:12:12.516577
BUY-1763965650528-006259,SELL-1763965655394-002040,CRYPTO,1317.76,1,2026-01-20 12:12:12.516580
BUY-1763965650521-001480,SELL-1763965655400-005446,EQUITY,102.71,70,2026-01-20 12:12:12.516586
BUY-1763965650525-003877,SELL-1763965655400-005446,EQUITY,102.71,481,2026-01-20 12:12:12.516589
BUY-1763965650520-000889,SELL-1763965655400-005446,EQUITY,102.71,111,2026-01-20 12:12:12.516592
BUY-1763965650526-004703,SELL-1763965655400-005446,EQUITY,102.71,108,2026-01-20 12:12:12.516594
BUY-1763965650522-002214,SELL-1763965655402-006583,FOREX,2.28,41,2026-01-20 12:12:12.516600
BUY-1763965650523-002771,SELL-1763965655402-006583,FOREX,2.28,253,2026-01-20 12:12:12.516603
BUY-1763965650523-002771,SELL-1763965655398-004255,FOREX,5.37,44,2026-01-20 12:12:12.516609
BUY-1763965650522-001999,SELL-1763965655398-004255,FOREX,5.37,42,2026-01-20 12:12:12.516616
BUY-1763965650528-006259,SELL-1763965655393-001632,CRYPTO,2710.36,2,2026-01-20 12:12:12.516622
BUY-1763965650528-006398,SELL-1763965655393-001632,CRYPTO,2710.36,6,2026-01-20 12:12:12.516625
BUY-1763965650525-003795,SELL-1763965655393-001632,CRYPTO,2710.36,8,2026-01-20 12:12:12.516627
BUY-1763965650522-001999,SELL-1763965655394-002073,FOREX,1.48,309,2026-01-20 12:12:12.516633
BUY-1763965650526-004649,SELL-1763965655394-002073,FOREX,1.48,124,2026-01-20 12:12:12.516637
BUY-1763965650526-004703,SELL-1763965655395-002682,EQUITY,175.22,24,2026-01-20 12:12:12.516642
BUY-1763965650520-000700,SELL-1763965655395-002682,EQUITY,175.22,153,2026-01-20 12:12:12.516645
BUY-1763965650525-003795,SELL-1763965655395-002886,CRYPTO,1227.49,5,2026-01-20 12:12:12.516651
BUY-1763965650526-005059,SELL-1763965655395-002886,CRYPTO,1227.49,1,2026-01-20 12:12:12.516654
BUY-1763965650520-000700,SELL-1763965655392-001223,EQUITY,121.28,17,2026-01-20 12:12:12.516659
BUY-1763965650522-001916,SELL-1763965655392-001223,EQUITY,121.28,44,2026-01-20 12:12:12.516662
BUY-1763965650528-006278,SELL-1763965655392-001223,EQUITY,121.28,147,2026-01-20 12:12:12.516665
BUY-1763965650527-005305,SELL-1763965655392-001223,EQUITY,121.28,12,2026-01-20 12:12:12.516668
BUY-1763965650522-001640,SELL-1763965655392-001223,EQUITY,121.28,90,2026-01-20 12:12:12.516670
BUY-1763965650526-005059,SELL-1763965655403-007457,CRYPTO,4099.66,3,2026-01-20 12:12:12.516676
BUY-1763965650520-000734,SELL-1763965655403-007457,CRYPTO,4099.66,2,2026-01-20 12:12:12.516679
BUY-1763965650526-004556,SELL-1763965655394-002451,CRYPTO,2091.09,10,2026-01-20 12:12:12.516685
BUY-1763965650525-003970,SELL-1763965655394-002451,CRYPTO,2091.09,7,2026-01-20 12:12:12.516687
BUY-1763965650525-003970,SELL-1763965655403-007457,CRYPTO,4099.66,1,2026-01-20 12:12:12.516690
BUY-1763965650526-004649,SELL-1763965655391-000584,FOREX,5.96,472,2026-01-20 12:12:12.516696
BUY-1763965650522-001640,SELL-1763965655402-006561,EQUITY,59.23,145,2026-01-20 12:12:12.516705
BUY-1763965650524-003066,SELL-1763965655402-006561,EQUITY,59.23,238,2026-01-20 12:12:12.516708
BUY-1763965650521-001092,SELL-1763965655402-006561,EQUITY,59.23,119,2026-01-20 12:12:12.516711
BUY-1763965650523-002466,SELL-1763965655402-006561,EQUITY,59.23,160,2026-01-20 12:12:12.516714
BUY-1763965650523-002748,SELL-1763965655402-006561,EQUITY,59.23,198,2026-01-20 12:12:12.516717
BUY-1763965650526-004649,SELL-1763965655395-002915,FOREX,3.42,17,2026-01-20 12:12:12.516722
BUY-1763965650529-006671,SELL-1763965655396-003430,CRYPTO,1476.58,10,2026-01-20 12:12:12.516732
BUY-1763965650523-002748,SELL-1763965655397-003697,EQUITY,258.8,4,2026-01-20 12:12:12.516738
BUY-1763965650526-004718,SELL-1763965655397-003697,EQUITY,258.8,78,2026-01-20 12:12:12.516741
BUY-1763965650526-004718,SELL-1763965655402-006562,EQUITY,131.27,192,2026-01-20 12:12:12.516747
BUY-1763965650521-001449,SELL-1763965655402-006562,EQUITY,131.27,4,2026-01-20 12:12:12.516749
BUY-1763965650527-005127,SELL-1763965655402-006562,EQUITY,131.27,87,2026-01-20 12:12:12.516757
BUY-1763965650529-006900,SELL-1763965655402-006562,EQUITY,131.27,41,2026-01-20 12:12:12.516759
BUY-1763965650526-004735,SELL-1763965655402-006562,EQUITY,131.27,106,2026-01-20 12:12:12.516762
BUY-1763965650520-000709,SELL-1763965655402-006562,EQUITY,131.27,123,2026-01-20 12:12:12.516765
BUY-1763965650523-002737,SELL-1763965655402-006562,EQUITY,131.27,145,2026-01-20 12:12:12.516767
BUY-1763965650526-004649,SELL-1763965655401-005760,FOREX,2.18,372,2026-01-20 12:12:12.516773
BUY-1763965650529-007240,SELL-1763965655401-005760,FOREX,2.18,485,2026-01-20 12:12:12.516777
BUY-1763965650529-007240,SELL-1763965655394-002408,FOREX,2.43,450,2026-01-20 12:12:12.516782
BUY-1763965650527-005567,SELL-1763965655394-002408,FOREX,2.43,506,2026-01-20 12:12:12.516786
BUY-1763965650529-006671,SELL-1763965655402-006568,CRYPTO,1131.33,6,2026-01-20 12:12:12.516791
BUY-1763965650527-005567,SELL-1763965655398-004277,FOREX,8.42,463,2026-01-20 12:12:12.516797
BUY-1763965650522-001902,SELL-1763965655398-004277,FOREX,8.42,30,2026-01-20 12:12:12.516800
BUY-1763965650527-005450,SELL-1763965655398-004277,FOREX,8.42,321,2026-01-20 12:12:12.516803
BUY-1763965650527-005450,SELL-1763965655400-005708,FOREX,2.8,172,2026-01-20 12:12:12.516809
BUY-1763965650523-002737,SELL-1763965655399-004838,EQUITY,110.64,88,2026-01-20 12:12:12.516821
BUY-1763965650525-004129,SELL-1763965655399-004838,EQUITY,110.64,84,2026-01-20 12:12:12.516824
BUY-1763965650522-001747,SELL-1763965655399-004838,EQUITY,110.64,30,2026-01-20 12:12:12.516827
BUY-1763965650527-005193,SELL-1763965655399-004838,EQUITY,110.64,140,2026-01-20 12:12:12.516830
BUY-1763965650529-006823,SELL-1763965655399-004838,EQUITY,110.64,89,2026-01-20 12:12:12.516832
BUY-1763965650527-005383,SELL-1763965655399-004838,EQUITY,110.64,27,2026-01-20 12:12:12.516835
BUY-1763965650528-006363,SELL-1763965655399-004838,EQUITY,110.64,124,2026-01-20 12:12:12.516838
BUY-1763965650527-005450,SELL-1763965655396-003480,FOREX,2.17,242,2026-01-20 12:12:12.516843
BUY-1763965650524-003643,SELL-1763965655396-003480,FOREX,2.17,260,2026-01-20 12:12:12.516848
BUY-1763965650522-001939,SELL-1763965655396-003480,FOREX,2.17,10,2026-01-20 12:12:12.516851
BUY-1763965650527-005461,SELL-1763965655396-003480,FOREX,2.17,208,2026-01-20 12:12:12.516854
BUY-1763965650524-003224,SELL-1763965655396-003480,FOREX,2.17,240,2026-01-20 12:12:12.516857
BUY-1763965650528-006363,SELL-1763965655396-003421,EQUITY,238.73,18,2026-01-20 12:12:12.516863
BUY-1763965650523-002712,SELL-1763965655396-003421,EQUITY,238.73,64,2026-01-20 12:12:12.516866
BUY-1763965650524-003321,SELL-1763965655396-003421,EQUITY,238.73,71,2026-01-20 12:12:12.516869
BUY-1763965650524-003321,SELL-1763965655401-005806,EQUITY,107.65,7,2026-01-20 12:12:12.516878
BUY-1763965650524-003224,SELL-1763965655401-005812,FOREX,4.13,118,2026-01-20 12:12:12.516887
BUY-1763965650524-003321,SELL-1763965655400-005282,EQUITY,186.0,48,2026-01-20 12:12:12.516898
BUY-1763965650524-003224,SELL-1763965655401-005800,FOREX,4.82,599,2026-01-20 12:12:12.516907
BUY-1763965650528-006529,SELL-1763965655401-005800,FOREX,4.82,298,2026-01-20 12:12:12.516910
BUY-1763965650528-006529,SELL-1763965655402-006906,FOREX,8.92,217,2026-01-20 12:12:12.516916
BUY-1763965650528-006529,SELL-1763965655398-004160,FOREX,9.02,292,2026-01-20 12:12:12.516922
BUY-1763965650528-006529,SELL-1763965655403-006978,FOREX,1.24,147,2026-01-20 12:12:12.516931
BUY-1763965650525-004048,SELL-1763965655403-006978,FOREX,1.24,140,2026-01-20 12:12:12.516934
BUY-1763965650525-004048,SELL-1763965655391-000751,FOREX,8.16,209,2026-01-20 12:12:12.516940
BUY-1763965650524-003321,SELL-1763965655392-001233,EQUITY,254.34,12,2026-01-20 12:12:12.516953
BUY-1763965650521-001570,SELL-1763965655392-001233,EQUITY,254.34,36,2026-01-20 12:12:12.516957
BUY-1763965650526-004647,SELL-1763965655392-001233,EQUITY,254.34,20,2026-01-20 12:12:12.516959
BUY-1763965650526-004647,SELL-1763965655400-005319,EQUITY,359.69,34,2026-01-20 12:12:12.516961
BUY-1763965650523-002508,SELL-1763965655400-005319,EQUITY,359.69,47,2026-01-20 12:12:12.516964
BUY-1763965650523-002623,SELL-1763965655400-005319,EQUITY,359.69,145,2026-01-20 12:12:12.516966
BUY-1763965650523-002623,SELL-1763965655395-002761,EQUITY,293.4,77,2026-01-20 12:12:12.516969
BUY-1763965650523-002623,SELL-1763965655402-006429,EQUITY,202.47,4,2026-01-20 12:12:12.516975
BUY-1763965650526-004469,SELL-1763965655402-006429,EQUITY,202.47,180,2026-01-20 12:12:12.516978
BUY-1763965650527-005290,SELL-1763965655402-006429,EQUITY,202.47,112,2026-01-20 12:12:12.516980
BUY-1763965650527-005322,SELL-1763965655402-006429,EQUITY,202.47,115,2026-01-20 12:12:12.516983
BUY-1763965650522-002010,SELL-1763965655402-006429,EQUITY,202.47,33,2026-01-20 12:12:12.516985
BUY-1763965650525-004048,SELL-1763965655403-007074,FOREX,3.32,234,2026-01-20 12:12:12.516991
BUY-1763965650522-002010,SELL-1763965655394-002324,EQUITY,315.0,20,2026-01-20 12:12:12.517010
BUY-1763965650529-007475,SELL-1763965655394-002324,EQUITY,315.0,58,2026-01-20 12:12:12.517013
BUY-1763965650525-004048,SELL-1763965655391-000712,FOREX,4.43,190,2026-01-20 12:12:12.517023
BUY-1763965650522-001608,SELL-1763965655391-000712,FOREX,4.43,183,2026-01-20 12:12:12.517026
BUY-1763965650520-000994,SELL-1763965655391-000712,FOREX,4.43,523,2026-01-20 12:12:12.517029
BUY-1763965650520-000645,SELL-1763965655393-001719,EQUITY,86.92,128,2026-01-20 12:12:12.517042
BUY-1763965650520-000912,SELL-1763965655393-001719,EQUITY,86.92,275,2026-01-20 12:12:12.517045
BUY-1763965650518-000028,SELL-1763965655393-001719,EQUITY,86.92,27,2026-01-20 12:12:12.517048
BUY-1763965650518-000007,SELL-1763965655393-001719,EQUITY,86.92,35,2026-01-20 12:12:12.517050
BUY-1763965650520-000714,SELL-1763965655393-001719,EQUITY,86.92,37,2026-01-20 12:12:12.517054
BUY-1763965650521-001084,SELL-1763965655393-001719,EQUITY,86.92,57,2026-01-20 12:12:12.517056
BUY-1763965650529-007190,SELL-1763965655393-001719,EQUITY,86.92,142,2026-01-20 12:12:12.517059
BUY-1763965650529-007190,SELL-1763965655394-002324,EQUITY,315.0,15,2026-01-20 12:12:12.517065
BUY-1763965650523-002624,SELL-1763965655394-002324,EQUITY,315.0,175,2026-01-20 12:12:12.517068
BUY-1763965650520-000994,SELL-1763965655402-006467,FOREX,4.27,212,2026-01-20 12:12:12.517074
BUY-1763965650523-002659,SELL-1763965655402-006467,FOREX,4.27,49,2026-01-20 12:12:12.517077
BUY-1763965650523-002659,SELL-1763965655403-007045,FOREX,5.94,697,2026-01-20 12:12:12.517083
BUY-1763965650523-002546,SELL-1763965655403-007045,FOREX,5.94,11,2026-01-20 12:12:12.517086
BUY-1763965650523-002546,SELL-1763965655401-005817,FOREX,9.07,283,2026-01-20 12:12:12.517098
BUY-1763965650524-003025,SELL-1763965655401-005817,FOREX,9.07,264,2026-01-20 12:12:12.517104
BUY-1763965650529-007135,SELL-1763965655401-005817,FOREX,9.07,39,2026-01-20 12:12:12.517110
BUY-1763965650523-002624,SELL-1763965655401-005830,EQUITY,348.37,69,2026-01-20 12:12:12.517121
BUY-1763965650520-000785,SELL-1763965655401-005830,EQUITY,348.37,69,2026-01-20 12:12:12.517125
